Fecha,Comprador,Vendedor
03-04-2013,"5,102","5,170"
27-03-2013,"5,094","5,161"
26-03-2013,"5,089","5,158"
25-03-2013,"5,085","5,155"
22-03-2013,"5,077","5,145"
21-03-2013,"5,071","5,139"
20-03-2013,"5,071","5,138"
19-03-2013,"5,069","5,133"
18-03-2013,"5,066","5,130"
15-03-2013,"5,059","5,128"
14-03-2013,"5,053","5,118"
13-03-2013,"5,050","5,109"
12-03-2013,"5,046","5,112"
11-03-2013,"5,041","5,102"
08-03-2013,"5,035","5,097"
07-03-2013,"5,032","5,097"
06-03-2013,"5,030","5,094"
05-03-2013,"5,026","5,092"
04-03-2013,"5,021","5,087"
01-03-2013,"5,018","5,085"
28-02-2013,"5,011","5,077"
27-02-2013,"5,009","5,072"
26-02-2013,"5,004","5,070"
25-02-2013,"5,004","5,072"
22-02-2013,"5,002","5,066"
21-02-2013,"4,994","5,059"
19-02-2013,"4,992","5,061"
18-02-2013,"4,987","5,052"
15-02-2013,"4,980","5,039"
14-02-2013,"4,977","5,046"
13-02-2013,"4,974","5,043"
08-02-2013,"4,971","5,036"
07-02-2013,"4,963","5,033"
06-02-2013,"4,958","5,024"
05-02-2013,"4,957","5,019"
04-02-2013,"4,957","5,019"
01-02-2013,"4,953","5,021"
30-01-2013,"4,946","5,013"
29-01-2013,"4,943","5,009"
28-01-2013,"4,940","5,007"
25-01-2013,"4,935","5,001"
24-01-2013,"4,933","5,000"
23-01-2013,"4,933","4,997"
22-01-2013,"4,930","4,995"
21-01-2013,"4,925","4,990"
18-01-2013,"4,921","4,987"
17-01-2013,"4,921","4,987"
16-01-2013,"4,921","4,987"
15-01-2013,"4,922","4,985"
14-01-2013,"4,918","4,983"
11-01-2013,"4,914","4,980"
10-01-2013,"4,911","4,977"
09-01-2013,"4,906","4,971"
08-01-2013,"4,908","4,971"
07-01-2013,"4,901","4,971"
04-01-2013,"4,900","4,967"
03-01-2013,"4,899","4,964"
02-01-2013,"4,894","4,959"
31-12-2012,"4,875","4,945"
28-12-2012,"4,883","4,949"
27-12-2012,"4,880","4,947"
26-12-2012,"4,879","4,947"
21-12-2012,"4,872","4,942"
20-12-2012,"4,868","4,935"
19-12-2012,"4,861","4,929"
18-12-2012,"4,854","4,924"
17-12-2012,"4,852","4,918"
14-12-2012,"4,845","4,912"
13-12-2012,"4,842","4,908"
12-12-2012,"4,841","4,908"
11-12-2012,"4,836","4,902"
10-12-2012,"4,831","4,898"
07-12-2012,"4,829","4,896"
06-12-2012,"4,791","4,889"
05-12-2012,"4,819","4,886"
04-12-2012,"4,813","4,879"
03-12-2012,"4,811","4,878"
30-11-2012,"4,803","4,870"
29-11-2012,"4,802","4,869"
28-11-2012,"4,796","4,862"
27-11-2012,"4,792","4,858"
23-11-2012,"4,791","4,860"
22-11-2012,"4,790","4,857"
21-11-2012,"4,779","4,847"
20-11-2012,"4,772","4,836"
19-11-2012,"4,769","4,837"
16-11-2012,"4,766","4,833"
15-11-2012,"4,760","4,828"
14-11-2012,"4,757","4,823"
13-11-2012,"4,753","4,820"
12-11-2012,"4,751","4,818"
09-11-2012,"4,747","4,814"
08-11-2012,"4,744","4,811"
07-11-2012,"4,743","4,810"
05-11-2012,"4,742","4,809"
02-11-2012,"4,741","4,808"
01-11-2012,"4,738","4,806"
31-10-2012,"4,733","4,800"
30-10-2012,"4,731","4,797"
29-10-2012,"4,727","4,795"
26-10-2012,"4,725","4,791"
25-10-2012,"4,722","4,788"
24-10-2012,"4,720","4,786"
23-10-2012,"4,717","4,783"
22-10-2012,"4,716","4,782"
19-10-2012,"4,712","4,778"
18-10-2012,"4,708","4,774"
17-10-2012,"4,707","4,774"
16-10-2012,"4,707","4,770"
15-10-2012,"4,700","4,766"
12-10-2012,"4,699","4,762"
11-10-2012,"4,693","4,760"
10-10-2012,"4,687","4,753"
09-10-2012,"4,685","4,752"
05-10-2012,"4,681","4,748"
04-10-2012,"4,679","4,745"
03-10-2012,"4,675","4,743"
02-10-2012,"4,674","4,741"
01-10-2012,"4,673","4,741"
28-09-2012,"4,670","4,736"
27-09-2012,"4,666","4,732"
26-09-2012,"4,664","4,730"
25-09-2012,"4,663","4,729"
21-09-2012,"4,658","4,723"
20-09-2012,"4,656","4,722"
19-09-2012,"4,655","4,721"
18-09-2012,"4,648","4,713"
17-09-2012,"4,648","4,713"
14-09-2012,"4,643","4,709"
13-09-2012,"4,638","4,704"
12-09-2012,"4,638","4,707"
11-09-2012,"4,632","4,702"
10-09-2012,"4,635","4,700"
07-09-2012,"4,633","4,698"
06-09-2012,"4,627","4,693"
05-09-2012,"4,625","4,690"
04-09-2012,"4,621","4,688"
03-09-2012,"4,616","4,684"
31-08-2012,"4,613","4,678"
30-08-2012,"4,610","4,675"
29-08-2012,"4,609","4,674"
28-08-2012,"4,607","4,674"
27-08-2012,"4,604","4,671"
24-08-2012,"4,597","4,664"
23-08-2012,"4,594","4,661"
22-08-2012,"4,593","4,660"
21-08-2012,"4,593","4,660"
17-08-2012,"4,590","4,657"
16-08-2012,"4,584","4,651"
15-08-2012,"4,583","4,650"
14-08-2012,"4,582","4,649"
13-08-2012,"4,578","4,645"
10-08-2012,"4,577","4,644"
09-08-2012,"4,574","4,641"
08-08-2012,"4,573","4,641"
07-08-2012,"4,571","4,639"
06-08-2012,"4,565","4,632"
03-08-2012,"4,562","4,629"
02-08-2012,"4,562","4,629"
01-08-2012,"4,559","4,628"
31-07-2012,"4,556","4,621"
30-07-2012,"4,553","4,621"
27-07-2012,"4,553","4,620"
26-07-2012,"4,548","4,615"
25-07-2012,"4,547","4,614"
24-07-2012,"4,544","4,611"
23-07-2012,"4,542","4,609"
20-07-2012,"4,537","4,604"
19-07-2012,"4,534","4,600"
18-07-2012,"4,531","4,598"
17-07-2012,"4,525","4,592"
16-07-2012,"4,524","4,591"
13-07-2012,"4,524","4,590"
12-07-2012,"4,518","4,585"
11-07-2012,"4,513","4,580"
10-07-2012,"4,509","4,578"
06-07-2012,"4,505","4,571"
05-07-2012,"4,504","4,570"
04-07-2012,"4,505","4,568"
03-07-2012,"4,504","4,569"
02-07-2012,"4,504","4,569"
29-06-2012,"4,502","4,567"
28-06-2012,"4,496","4,561"
27-06-2012,"4,490","4,555"
26-06-2012,"4,489","4,553"
25-06-2012,"4,489","4,554"
22-06-2012,"4,486","4,551"
21-06-2012,"4,482","4,546"
19-06-2012,"4,480","4,542"
18-06-2012,"4,478","4,542"
15-06-2012,"4,475","4,539"
14-06-2012,"4,469","4,536"
13-06-2012,"4,472","4,534"
12-06-2012,"4,470","4,535"
11-06-2012,"4,469","4,533"
08-06-2012,"4,470","4,531"
07-06-2012,"4,469","4,533"
06-06-2012,"4,468","4,531"
05-06-2012,"4,457","4,521"
04-06-2012,"4,456","4,518"
01-06-2012,"4,455","4,520"
31-05-2012,"4,455","4,519"
30-05-2012,"4,455","4,519"
29-05-2012,"4,455","4,518"
28-05-2012,"4,455","4,518"
24-05-2012,"4,452","4,511"
23-05-2012,"4,448","4,511"
22-05-2012,"4,448","4,510"
21-05-2012,"4,440","4,503"
18-05-2012,"4,434","4,497"
17-05-2012,"4,432","4,495"
16-05-2012,"4,426","4,486"
15-05-2012,"4,424","4,487"
14-05-2012,"4,422","4,485"
11-05-2012,"4,420","4,484"
10-05-2012,"4,422","4,484"
09-05-2012,"4,420","4,483"
08-05-2012,"4,416","4,478"
07-05-2012,"4,413","4,476"
04-05-2012,"4,407","4,469"
03-05-2012,"4,405","4,467"
02-05-2012,"4,398","4,461"
27-04-2012,"4,393","4,456"
26-04-2012,"4,393","4,456"
25-04-2012,"4,391","4,455"
24-04-2012,"4,388","4,451"
23-04-2012,"4,383","4,446"
20-04-2012,"4,381","4,443"
19-04-2012,"4,382","4,445"
18-04-2012,"4,379","4,442"
17-04-2012,"4,372","4,435"
16-04-2012,"4,372","4,435"
13-04-2012,"4,372","4,435"
12-04-2012,"4,370","4,433"
11-04-2012,"4,363","4,426"
10-04-2012,"4,364","4,426"
09-04-2012,"4,362","4,425"
04-04-2012,"4,360","4,425"
03-04-2012,"4,354","4,419"
30-03-2012,"4,353","4,416"
29-03-2012,"4,351","4,413"
28-03-2012,"4,349","4,411"
27-03-2012,"4,349","4,411"
26-03-2012,"4,345","4,408"
23-03-2012,"4,343","4,405"
22-03-2012,"4,342","4,404"
21-03-2012,"4,341","4,404"
20-03-2012,"4,338","4,401"
19-03-2012,"4,337","4,400"
16-03-2012,"4,335","4,396"
15-03-2012,"4,335","4,398"
14-03-2012,"4,333","4,396"
13-03-2012,"4,330","4,392"
12-03-2012,"4,327","4,390"
09-03-2012,"4,325","4,387"
08-03-2012,"4,324","4,387"
07-03-2012,"4,323","4,385"
06-03-2012,"4,324","4,389"
05-03-2012,"4,325","4,387"
02-03-2012,"4,326","4,388"
01-03-2012,"4,331","4,393"
29-02-2012,"4,332","4,394"
28-02-2012,"4,331","4,392"
24-02-2012,"4,331","4,392"
23-02-2012,"4,331","4,392"
22-02-2012,"4,331","4,392"
17-02-2012,"4,330","4,389"
16-02-2012,"4,327","4,387"
15-02-2012,"4,326","4,385"
14-02-2012,"4,324","4,383"
13-02-2012,"4,324","4,383"
10-02-2012,"4,324","4,383"
09-02-2012,"4,323","4,381"
08-02-2012,"4,316","4,376"
07-02-2012,"4,314","4,373"
06-02-2012,"4,314","4,373"
03-02-2012,"4,314","4,373"
02-02-2012,"4,315","4,375"
01-02-2012,"4,314","4,373"
31-01-2012,"4,313","4,372"
30-01-2012,"4,313","4,371"
27-01-2012,"4,312","4,371"
26-01-2012,"4,312","4,371"
25-01-2012,"4,311","4,370"
24-01-2012,"4,304","4,367"
23-01-2012,"4,302","4,360"
20-01-2012,"4,297","4,356"
19-01-2012,"4,296","4,354"
18-01-2012,"4,294","4,353"
17-01-2012,"4,293","4,351"
16-01-2012,"4,289","4,351"
13-01-2012,"4,290","4,349"
12-01-2012,"4,290","4,349"
11-01-2012,"4,290","4,349"
10-01-2012,"4,289","4,351"
09-01-2012,"4,293","4,352"
06-01-2012,"4,290","4,348"
05-01-2012,"4,282","4,341"
04-01-2012,"4,281","4,340"
03-01-2012,"4,281","4,340"
30-12-2011,"4,276","4,340"
29-12-2011,"4,276","4,335"
28-12-2011,"4,272","4,331"
27-12-2011,"4,271","4,329"
23-12-2011,"4,268","4,328"
22-12-2011,"4,267","4,325"
21-12-2011,"4,267","4,325"
20-12-2011,"4,267","4,325"
19-12-2011,"4,265","4,324"
16-12-2011,"4,263","4,322"
15-12-2011,"4,261","4,319"
14-12-2011,"4,261","4,319"
13-12-2011,"4,261","4,319"
12-12-2011,"4,261","4,319"
07-12-2011,"4,261","4,319"
06-12-2011,"4,261","4,320"
05-12-2011,"4,261","4,320"
02-12-2011,"4,259","4,318"
01-12-2011,"4,258","4,317"
30-11-2011,"4,256","4,316"
29-11-2011,"4,247","4,305"
25-11-2011,"4,243","4,304"
24-11-2011,"4,244","4,300"
23-11-2011,"4,243","4,303"
22-11-2011,"4,243","4,301"
21-11-2011,"4,244","4,300"
18-11-2011,"4,243","4,302"
17-11-2011,"4,246","4,303"
16-11-2011,"4,248","4,305"
15-11-2011,"4,251","4,311"
14-11-2011,"4,249","4,309"
11-11-2011,"4,246","4,304"
10-11-2011,"4,240","4,299"
09-11-2011,"4,239","4,299"
08-11-2011,"4,240","4,298"
07-11-2011,"4,237","4,296"
04-11-2011,"4,234","4,292"
03-11-2011,"4,230","4,291"
02-11-2011,"4,232","4,290"
01-11-2011,"4,221","4,280"
31-10-2011,"4,220","4,278"
28-10-2011,"4,221","4,279"
27-10-2011,"4,220","4,277"
26-10-2011,"4,219","4,278"
25-10-2011,"4,219","4,277"
24-10-2011,"4,219","4,276"
21-10-2011,"4,219","4,276"
20-10-2011,"4,214","4,273"
19-10-2011,"4,213","4,271"
18-10-2011,"4,204","4,261"
17-10-2011,"4,204","4,263"
14-10-2011,"4,198","4,256"
13-10-2011,"4,196","4,249"
12-10-2011,"4,193","4,252"
11-10-2011,"4,193","4,251"
07-10-2011,"4,193","4,251"
06-10-2011,"4,192","4,250"
05-10-2011,"4,190","4,248"
04-10-2011,"4,189","4,248"
03-10-2011,"4,188","4,247"
30-09-2011,"4,189","4,248"
29-09-2011,"4,189","4,248"
28-09-2011,"4,190","4,250"
27-09-2011,"4,189","4,248"
26-09-2011,"4,189","4,248"
23-09-2011,"4,189","4,248"
22-09-2011,"4,187","4,245"
21-09-2011,"4,186","4,244"
20-09-2011,"4,191","4,248"
19-09-2011,"4,196","4,253"
16-09-2011,"4,195","4,252"
15-09-2011,"4,195","4,252"
14-09-2011,"4,195","4,252"
13-09-2011,"4,195","4,252"
12-09-2011,"4,196","4,253"
09-09-2011,"4,194","4,252"
08-09-2011,"4,196","4,253"
07-09-2011,"4,196","4,254"
06-09-2011,"4,196","4,254"
05-09-2011,"4,199","4,257"
02-09-2011,"4,200","4,261"
01-09-2011,"4,196","4,252"
31-08-2011,"4,180","4,236"
30-08-2011,"4,175","4,229"
29-08-2011,"4,168","4,224"
26-08-2011,"4,168","4,223"
25-08-2011,"4,168","4,223"
24-08-2011,"4,167","4,222"
23-08-2011,"4,162","4,216"
19-08-2011,"4,159","4,213"
18-08-2011,"4,151","4,206"
17-08-2011,"4,147","4,202"
16-08-2011,"4,144","4,198"
15-08-2011,"4,142","4,196"
12-08-2011,"4,140","4,196"
11-08-2011,"4,140","4,194"
10-08-2011,"4,138","4,193"
09-08-2011,"4,137","4,193"
08-08-2011,"4,137","4,193"
05-08-2011,"4,136","4,192"
04-08-2011,"4,130","4,187"
03-08-2011,"4,129","4,185"
02-08-2011,"4,127","4,183"
29-07-2011,"4,123","4,179"
28-07-2011,"4,122","4,177"
27-07-2011,"4,120","4,176"
26-07-2011,"4,119","4,174"
25-07-2011,"4,120","4,175"
22-07-2011,"4,118","4,173"
21-07-2011,"4,116","4,174"
20-07-2011,"4,116","4,172"
19-07-2011,"4,110","4,165"
18-07-2011,"4,107","4,162"
15-07-2011,"4,104","4,160"
14-07-2011,"4,105","4,160"
13-07-2011,"4,104","4,160"
12-07-2011,"4,104","4,160"
11-07-2011,"4,104","4,160"
08-07-2011,"4,104","4,160"
07-07-2011,"4,100","4,156"
06-07-2011,"4,098","4,154"
05-07-2011,"4,097","4,152"
04-07-2011,"4,094","4,149"
01-07-2011,"4,092","4,148"
30-06-2011,"4,091","4,147"
29-06-2011,"4,087","4,143"
28-06-2011,"4,085","4,140"
27-06-2011,"4,082","4,138"
24-06-2011,"4,083","4,139"
23-06-2011,"4,082","4,138"
22-06-2011,"4,081","4,137"
21-06-2011,"4,080","4,138"
17-06-2011,"4,078","4,134"
16-06-2011,"4,078","4,134"
15-06-2011,"4,077","4,133"
14-06-2011,"4,077","4,134"
13-06-2011,"4,078","4,133"
10-06-2011,"4,077","4,132"
09-06-2011,"4,077","4,132"
08-06-2011,"4,077","4,133"
07-06-2011,"4,076","4,131"
06-06-2011,"4,076","4,131"
03-06-2011,"4,077","4,131"
02-06-2011,"4,076","4,131"
01-06-2011,"4,074","4,130"
31-05-2011,"4,073","4,128"
30-05-2011,"4,072","4,127"
27-05-2011,"4,072","4,127"
26-05-2011,"4,072","4,127"
24-05-2011,"4,072","4,126"
23-05-2011,"4,071","4,126"
20-05-2011,"4,070","4,124"
19-05-2011,"4,068","4,122"
18-05-2011,"4,068","4,122"
17-05-2011,"4,065","4,118"
16-05-2011,"4,065","4,118"
13-05-2011,"4,065","4,118"
12-05-2011,"4,065","4,118"
11-05-2011,"4,064","4,116"
10-05-2011,"4,064","4,116"
09-05-2011,"4,063","4,116"
06-05-2011,"4,065","4,116"
05-05-2011,"4,063","4,115"
04-05-2011,"4,065","4,113"
03-05-2011,"4,063","4,115"
02-05-2011,"4,063","4,115"
29-04-2011,"4,062","4,115"
28-04-2011,"4,063","4,116"
27-04-2011,"4,062","4,114"
26-04-2011,"4,061","4,113"
25-04-2011,"4,061","4,111"
20-04-2011,"4,056","4,109"
19-04-2011,"4,052","4,105"
18-04-2011,"4,049","4,102"
15-04-2011,"4,045","4,097"
14-04-2011,"4,042","4,095"
13-04-2011,"4,035","4,087"
12-04-2011,"4,031","4,083"
11-04-2011,"4,030","4,084"
08-04-2011,"4,031","4,083"
07-04-2011,"4,031","4,083"
06-04-2011,"4,031","4,083"
05-04-2011,"4,031","4,083"
04-04-2011,"4,031","4,083"
01-04-2011,"4,032","4,084"
31-03-2011,"4,029","4,081"
30-03-2011,"4,028","4,081"
29-03-2011,"4,022","4,074"
28-03-2011,"4,022","4,072"
23-03-2011,"4,020","4,072"
22-03-2011,"4,019","4,071"
21-03-2011,"4,019","4,071"
18-03-2011,"4,018","4,072"
17-03-2011,"4,019","4,070"
16-03-2011,"4,016","4,067"
15-03-2011,"4,011","4,063"
14-03-2011,"4,011","4,063"
11-03-2011,"4,010","4,063"
10-03-2011,"4,010","4,063"
09-03-2011,"4,011","4,063"
04-03-2011,"4,010","4,063"
03-03-2011,"4,010","4,063"
02-03-2011,"4,010","4,063"
01-03-2011,"4,010","4,063"
28-02-2011,"4,009","4,062"
25-02-2011,"4,010","4,062"
24-02-2011,"4,008","4,061"
23-02-2011,"4,008","4,061"
22-02-2011,"4,008","4,061"
21-02-2011,"4,004","4,057"
18-02-2011,"4,000","4,053"
17-02-2011,"4,000","4,054"
16-02-2011,"3,997","4,054"
15-02-2011,"4,000","4,054"
14-02-2011,"4,000","4,054"
11-02-2011,"3,999","4,053"
10-02-2011,"3,998","4,052"
09-02-2011,"3,996","4,050"
08-02-2011,"3,996","4,050"
07-02-2011,"3,996","4,049"
04-02-2011,"3,994","4,047"
03-02-2011,"3,993","4,047"
02-02-2011,"3,993","4,045"
01-02-2011,"3,988","4,042"
31-01-2011,"3,982","4,034"
28-01-2011,"3,976","4,029"
27-01-2011,"3,971","4,024"
26-01-2011,"3,967","4,019"
25-01-2011,"3,965","4,017"
24-01-2011,"3,964","4,016"
21-01-2011,"3,964","4,015"
20-01-2011,"3,962","4,014"
19-01-2011,"3,962","4,013"
18-01-2011,"3,961","4,013"
17-01-2011,"3,959","4,011"
14-01-2011,"3,960","4,011"
13-01-2011,"3,959","4,011"
12-01-2011,"3,959","4,011"
11-01-2011,"3,958","4,011"
10-01-2011,"3,959","4,010"
07-01-2011,"3,956","4,009"
06-01-2011,"3,958","4,010"
05-01-2011,"3,959","4,011"
04-01-2011,"3,959","4,011"
03-01-2011,"3,959","4,011"
30-12-2010,"3,960","4,012"
29-12-2010,"3,962","4,013"
28-12-2010,"3,963","4,015"
27-12-2010,"3,962","4,012"
23-12-2010,"3,957","4,008"
22-12-2010,"3,957","4,007"
21-12-2010,"3,957","4,008"
20-12-2010,"3,958","4,008"
17-12-2010,"3,957","4,008"
16-12-2010,"3,956","4,008"
15-12-2010,"3,956","4,007"
14-12-2010,"3,956","4,006"
13-12-2010,"3,958","4,009"
10-12-2010,"3,957","4,010"
09-12-2010,"3,958","4,010"
07-12-2010,"3,959","4,010"
06-12-2010,"3,961","4,011"
03-12-2010,"3,961","4,011"
02-12-2010,"3,961","4,012"
01-12-2010,"3,962","4,012"
30-11-2010,"3,960","4,011"
29-11-2010,"3,960","4,012"
26-11-2010,"3,955","4,009"
25-11-2010,"3,952","4,003"
24-11-2010,"3,952","4,003"
23-11-2010,"3,951","4,002"
19-11-2010,"3,951","4,002"
18-11-2010,"3,951","4,004"
17-11-2010,"3,951","4,002"
16-11-2010,"3,946","3,998"
15-11-2010,"3,944","3,994"
12-11-2010,"3,940","3,992"
11-11-2010,"3,941","3,991"
10-11-2010,"3,940","3,991"
09-11-2010,"3,939","3,992"
08-11-2010,"3,938","3,990"
05-11-2010,"3,938","3,990"
04-11-2010,"3,938","3,990"
03-11-2010,"3,938","3,990"
02-11-2010,"3,938","3,991"
01-11-2010,"3,938","3,990"
29-10-2010,"3,939","3,990"
28-10-2010,"3,939","3,990"
26-10-2010,"3,938","3,989"
25-10-2010,"3,938","3,989"
22-10-2010,"3,938","3,989"
21-10-2010,"3,938","3,989"
20-10-2010,"3,934","3,985"
19-10-2010,"3,932","3,983"
18-10-2010,"3,931","3,982"
15-10-2010,"3,930","3,981"
14-10-2010,"3,934","3,980"
13-10-2010,"3,933","3,983"
12-10-2010,"3,938","3,989"
08-10-2010,"3,939","3,989"
07-10-2010,"3,938","3,989"
06-10-2010,"3,939","3,990"
05-10-2010,"3,939","3,990"
04-10-2010,"3,942","3,992"
01-10-2010,"3,941","3,992"
30-09-2010,"3,944","3,993"
29-09-2010,"3,947","3,998"
28-09-2010,"3,947","3,998"
27-09-2010,"3,938","3,988"
24-09-2010,"3,932","3,982"
23-09-2010,"3,927","3,981"
22-09-2010,"3,929","3,979"
21-09-2010,"3,928","3,979"
20-09-2010,"3,927","3,977"
17-09-2010,"3,927","3,976"
16-09-2010,"3,927","3,976"
15-09-2010,"3,928","3,976"
14-09-2010,"3,926","3,976"
13-09-2010,"3,925","3,974"
10-09-2010,"3,925","3,974"
09-09-2010,"3,924","3,973"
08-09-2010,"3,925","3,973"
07-09-2010,"3,926","3,973"
06-09-2010,"3,925","3,974"
03-09-2010,"3,923","3,972"
02-09-2010,"3,925","3,975"
01-09-2010,"3,925","3,975"
31-08-2010,"3,925","3,974"
30-08-2010,"3,922","3,972"
27-08-2010,"3,921","3,972"
26-08-2010,"3,924","3,972"
25-08-2010,"3,921","3,971"
24-08-2010,"3,917","3,967"
23-08-2010,"3,917","3,967"
20-08-2010,"3,916","3,966"
19-08-2010,"3,917","3,964"
18-08-2010,"3,911","3,962"
17-08-2010,"3,911","3,962"
13-08-2010,"3,911","3,961"
12-08-2010,"3,910","3,961"
11-08-2010,"3,911","3,961"
10-08-2010,"3,910","3,961"
09-08-2010,"3,910","3,961"
06-08-2010,"3,912","3,962"
05-08-2010,"3,914","3,965"
04-08-2010,"3,914","3,965"
03-08-2010,"3,915","3,966"
02-08-2010,"3,915","3,967"
30-07-2010,"3,914","3,965"
29-07-2010,"3,913","3,964"
28-07-2010,"3,910","3,962"
27-07-2010,"3,910","3,962"
26-07-2010,"3,910","3,961"
23-07-2010,"3,910","3,961"
22-07-2010,"3,911","3,963"
21-07-2010,"3,913","3,964"
20-07-2010,"3,913","3,964"
19-07-2010,"3,913","3,965"
16-07-2010,"3,913","3,964"
15-07-2010,"3,911","3,963"
14-07-2010,"3,911","3,963"
13-07-2010,"3,913","3,965"
12-07-2010,"3,913","3,965"
08-07-2010,"3,915","3,965"
07-07-2010,"3,913","3,964"
06-07-2010,"3,914","3,964"
05-07-2010,"3,912","3,964"
02-07-2010,"3,912","3,963"
01-07-2010,"3,911","3,962"
30-06-2010,"3,909","3,961"
29-06-2010,"3,907","3,959"
28-06-2010,"3,907","3,959"
25-06-2010,"3,907","3,959"
24-06-2010,"3,905","3,957"
23-06-2010,"3,904","3,956"
22-06-2010,"3,904","3,956"
18-06-2010,"3,903","3,956"
17-06-2010,"3,903","3,956"
16-06-2010,"3,903","3,956"
15-06-2010,"3,903","3,956"
14-06-2010,"3,905","3,956"
11-06-2010,"3,898","3,951"
10-06-2010,"3,897","3,949"
09-06-2010,"3,897","3,949"
08-06-2010,"3,900","3,951"
07-06-2010,"3,903","3,954"
04-06-2010,"3,901","3,952"
03-06-2010,"3,901","3,953"
02-06-2010,"3,905","3,955"
01-06-2010,"3,904","3,955"
